label,path,http_code,request_total_s,request_ttfb_s,query_count,query_total_s,max_query_s,request_rows_examined,request_rows_sent,rank,group_count,group_total_s,group_max_s,group_rows_examined,group_rows_sent,normalized_sql,example_sql,url
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,5,11,0.031938,0.014687,0,0,"INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('tree-data:main:O:35:\""Drupal\\Core\\Menu\\MenuTreeParameters\"":6:{s:4:\""root\"";s:54:\""menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8\"";s:8:\""minDepth\"";i:1;s:8:\""maxDepth\"";i:6;s:15:\""expandedParents\"";a:0:{}s:11:\""activnIu3lCERWotY29mwdA7tk1fgnM1b5ldin0oDT4XzNgY', '-1', '1778516935', 'config:system.menu.main', '1', 'a:3:{s:4:\""tree\"";a:5:{s:54:\""menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2\"";s:6:\""parent\"";s:54:\""menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:6:\""101191\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:17:\""For Organizations\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a:0:{}}s:8:\""provider\"";s:17:\""menu_link_content\"";s:7:\""enabled\"";s:1:\""1\"";s:8:\""expanded\"";s:1:\""1\"";s:6:\""weight\"";s:2:\""58\"";s:8:\""metadata\"";a:1:{s:9:\""entity_id\"";s:5:\""24296\"";}s:10:\""form_class\"";s:50:\""\\Drupal\\menu_link_content\\Form\\MenuLinkContentForm\"";}s:12:\""has_children\"";s:1:\""1\"";s:15:\""in_active_trail\"";b:0;s:7:\""subtree\"";a:4:{s:54:\""menu_link_content:23cec44c-e703-47bf-b5bc-f6bed6381414\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:23cec44c-e703-47bf-b5bc-f6bed6381414\"";s:6:\""parent\"";s:54:\""menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:6:\""101301\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:31:\""Talent Development Partnerships\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,6,301,0.020632,0.000252,291,291,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_config' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,7,98,0.012557,0.000781,97,97,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_discovery' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,8,21,0.009234,0.000518,3801,126,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?')) AND (""id"" NOT IN ('?', '?', '?', '?', '?'));","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:8d49c435-1a73-4c57-838d-96d4b7ded643', 'menu_link_content:2e77e4c9-eabb-4c44-98dc-cb8224ca05f1', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', '')) AND (""id"" NOT IN ('menu_link_content:8d49c435-1a73-4c57-838d-96d4b7ded643', 'menu_link_content:2e77e4c9-eabb-4c44-98dc-cb8224ca05f1', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', ''));",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,9,2,0.008848,0.008577,0,0,"INSERT INTO ""cache_dynamic_page_cache"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_dynamic_page_cache"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('response:[request_format]=html:[route]=entity.node.canonicalebe1700c5639da036d2c730e41965af0b5b457825a46ff4dde3f12e5de47dc3d', '-1', '1778516936.777', '', '0', 'O:31:\""Drupal\\Core\\Cache\\CacheRedirect\"":3:{s:16:\""\0*\0cacheContexts\"";a:16:{i:0;s:28:\""languages:language_interface\"";i:1;s:5:\""theme\"";i:2;s:16:\""user.permissions\"";i:3;s:29:\""route.menu_active_trails:main\"";i:4;s:44:\""route.menu_active_trails:mobile-menu-buttons\"";i:5;s:8:\""url.path\"";i:6;s:5:\""route\"";i:7;s:26:\""languages:language_content\"";i:8;s:24:\""user.roles:authenticated\"";i:9;s:10:\""user.roles\"";i:10;s:31:\""route.name.is_layout_builder_ui\"";i:11;s:8:\""url.site\"";i:12;s:9:\""languages\"";i:13;s:8:\""timezone\"";i:14;s:30:\""url.query_args:_wrapper_format\"";i:15;s:14:\""request_format\"";}s:12:\""\0*\0cacheTags\"";a:0:{}s:14:\""\0*\0cacheMaxAge\"";i:-1;}', '1') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
executive ed program node,/executive-education/courses/emerging-leaders-bootcamp,200,2.785613,2.777510,3715,0.702153,0.014687,34758,8521,10,19,0.007872,0.001995,0,0,"INSERT INTO ""cache_render"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_render"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('entity_view:media:14721:slideshow:[languages:language_interface]=en:[route.name.is_layout_builder_ui]=is_layout_builder_ui.1:[theme]=carlson_refresh:[user.permissions]=a39ef526a3061ee3466fae74f851d9eda2189467db8646899c82b3d7b13d1a17', '-1', '1778516934.769', 'config:core.entity_view_display.media.image.default config:image.style.hub_teaser file:81916 media:14721 media_view rendered', '0', 'a:3:{s:7:\""#markup\"";O:25:\""Drupal\\Core\\Render\\Markup\"":1:{s:9:\""\0*\0string\"";s:630:\""<div  class=\""media media--image media--image--slideshow\"">\n    <img loading=\""lazy\"" src=\""/sites/carlsonschool.umn.edu/files/styles/hub_teaser/public/20210831-exec-ed-photo-34.jpg.webp?itok=BKSAZ7PT\"" width=\""715\"" height=\""400\"" alt=\""Professionals outside of Carlson School of Management in Minneapolis\"" typeof=\""foaf:Image\"" class=\""image-style-hub-teaser img-fluid\""\nstyle=\""\nbackground-image: url(data:image/webp;base64,UklGRkQAAABXRUJQVlA4IDgAAADwAQCdASoIAAgAAUAmJZQCdAD0jkPBfYAA++sUm+cSHf5YDeFObj9EaES81WKf57T6KAWlzrgAAA==);\nbackground-size: cover;\nbackground-position: center;\n\""\nonload=\""this.style.backgroundImage=\'none\';\""\n/>\n\n\n\n</div>\n\"";}s:9:\""#attached\"";a:0:{}s:6:\""#cache\"";a:3:{s:8:\""contexts\"";a:4:{i:0;s:31:\""route.name.is_layout_builder_ui\"";i:1;s:16:\""user.permissions\"";i:2;s:28:\""languages:language_interface\"";i:3;s:5:\""theme\"";}s:4:\""tags\"";a:5:{i:0;s:10:\""media_view\"";i:1;s:11:\""media:14721\"";i:2;s:51:\""config:core.entity_view_display.media.image.default\"";i:3;s:29:\""config:image.style.hub_teaser\"";i:4;s:10:\""file:81916\"";}s:7:\""max-age\"";i:-1;}}', '1') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");",https://carlsonschool.ddev.site/executive-education/courses/emerging-leaders-bootcamp?csm219_sql_profile=executive-ed-program-node-1778516934425
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,1,838,0.192608,0.000399,89,89,"SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '?') AND (""plugin_id"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'));","SELECT DISTINCT ""d"".""plugin_id"" AS ""plugin_id"" FROM ""group_relationship_field_data"" ""d"" WHERE (""entity_id"" = '220') AND (""plugin_id"" IN ('group_node:alumni_default_page', 'group_node:alumni_landing_page', 'group_node:blog_entry', 'group_node:conference', 'group_node:curriculum_plan', 'group_node:education_abroad_program', 'group_node:email_page', 'group_node:event', 'group_node:executive_ed_landing_page', 'group_node:executive_ed_program', 'group_node:faces', 'group_node:faculty_profile', 'group_node:front_page', 'group_node:landing_page', 'group_node:magazine', 'group_node:news', 'group_node:news_landing', 'group_node:page', 'group_node:person', 'group_node:quiz', 'group_node:session', 'group_node:student', 'group_node:video', 'group_node:webform'));",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,2,608,0.120485,0.002883,1218,609,"SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '?') AND (""base_table"".""path"" LIKE '?' ESCAPE '?') AND (""base_table"".""langcode"" IN ('?', '?')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;","SELECT ""base_table"".""path"" AS ""path"", ""base_table"".""alias"" AS ""alias"" FROM ""path_alias"" ""base_table"" WHERE (""base_table"".""status"" = '1') AND (""base_table"".""path"" LIKE '/node/227' ESCAPE '\\') AND (""base_table"".""langcode"" IN ('en', 'und')) ORDER BY ""base_table"".""langcode"" ASC, ""base_table"".""id"" DESC;",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,3,69,0.052420,0.001224,12489,1863,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?'","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content:b35ac8e8-fa8b-4cc4-9f10-ae6e021799e4', 'menu_link_content:a3b3a902-10d2-43b9-8f0b-3f296a781115', 'menu_link_content:ecce7b27-9d1f-4415-9a1b-b2e2a00c3147', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,4,1067,0.051190,0.000386,1048,1048,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_entity"" WHERE ""cid"" IN ( 'values:node:220' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,5,12,0.033184,0.014641,0,0,"INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('?', '?', '?', '?', '?', '?', '?') ON DUPLICATE KEY UPDATE ""cid"" = VALUES(""cid""), ""expire"" = VALUES(""expire""), ""created"" = VALUES(""created""), ""tags"" = VALUES(""tags""), ""checksum"" = VALUES(""checksum""), ""data"" = VALUES(""data""), ""serialized"" = VALUES(""serialized"");","INSERT INTO ""cache_menu"" (""cid"", ""expire"", ""created"", ""tags"", ""checksum"", ""data"", ""serialized"") VALUES ('tree-data:main:O:35:\""Drupal\\Core\\Menu\\MenuTreeParameters\"":6:{s:4:\""root\"";s:54:\""menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76\"";s:8:\""minDepth\"";i:1;s:8:\""maxDepth\"";i:1;s:15:\""expandedParents\"";a:180:{i:0;s:0:\""\""L-o8eMa_-190_0zGOgEVK3KfKIkbkICtMhOzDR61mp0', '-1', '1778516938.725', 'config:system.menu.main', '1', 'a:3:{s:4:\""tree\"";a:14:{s:54:\""menu_link_content:c2640b80-5592-4c4d-a990-d921bef759aa\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:c2640b80-5592-4c4d-a990-d921bef759aa\"";s:6:\""parent\"";s:54:\""menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:3:\""222\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:8:\""Rankings\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a:0:{}}s:8:\""provider\"";s:17:\""menu_link_content\"";s:7:\""enabled\"";s:1:\""1\"";s:8:\""expanded\"";s:1:\""1\"";s:6:\""weight\"";s:3:\""335\"";s:8:\""metadata\"";a:1:{s:9:\""entity_id\"";s:5:\""26256\"";}s:10:\""form_class\"";s:50:\""\\Drupal\\menu_link_content\\Form\\MenuLinkContentForm\"";}s:12:\""has_children\"";s:1:\""0\"";s:15:\""in_active_trail\"";b:0;s:7:\""subtree\"";a:0:{}s:5:\""depth\"";s:1:\""3\"";}s:54:\""menu_link_content:a3b3a902-10d2-43b9-8f0b-3f296a781115\"";a:5:{s:10:\""definition\"";a:16:{s:9:\""menu_name\"";s:4:\""main\"";s:2:\""id\"";s:54:\""menu_link_content:a3b3a902-10d2-43b9-8f0b-3f296a781115\"";s:6:\""parent\"";s:54:\""menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76\"";s:10:\""route_name\"";s:21:\""entity.node.canonical\"";s:16:\""route_parameters\"";a:1:{s:4:\""node\"";s:3:\""234\"";}s:3:\""url\"";s:0:\""\"";s:5:\""title\"";s:10:\""Leadership\"";s:11:\""description\"";N;s:5:\""class\"";s:52:\""Drupal\\menu_link_content\\Plugin\\Menu\\MenuLinkContent\"";s:7:\""options\"";a:1:{s:5:\""query\"";a",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,6,239,0.014936,0.000220,231,231,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_config"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_config' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,7,23,0.011032,0.000682,4163,1035,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?')) AND (""id"" NOT IN ('?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?',","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', '', 'menu_link_content:e67f7942-af57-4733-b9bf-2ca06bba282d', 'menu_link_content:a28371bf-b490-4992-ae3e-12c0cafee0b6', 'menu_link_content:f3df6206-69c7-499a-873d-3e42357fc6c8', 'menu_link_content:0fefbfb9-5592-4ee7-8c69-572a5905f025', 'menu_link_content:e240e90f-86a2-4fa3-b160-07b759f2ef41', 'menu_link_content:68231849-6845-41aa-9d9b-25bbcda22bb4', 'menu_link_content:53a3985e-822e-4376-890e-9f07975c1a0a', 'menu_link_content:06d06882-1d18-46b1-821d-10b6612170c0', 'menu_link_content:09023478-b82a-4830-8400-0cd77730085e', 'menu_link_content:a0e5833e-3b99-40ec-b5de-de9940f2712d', 'menu_link_content:90d8c5f6-c1f5-4424-a8d5-00b93e454769', 'menu_link_content:b35ac8e8-fa8b-4cc4-9f10-ae6e021799e4', 'menu_link_content:a3b3a902-10d2-43b9-8f0b-3f296a781115', 'menu_link_content:ecce7b27-9d1f-4415-9a1b-b2e2a00c3147', 'menu_link_content:7e93475c-94e2-4ded-9cbe-7b59fd557d09', 'menu_link_content:427bddd6-d17e-46a9-80bd-44eda5d6548f', 'menu_link_content:8e1363c8-8934-4b9c-bf25-5f9e28d8620b', 'menu_link_content:e74f4b5c-58a5-46ca-ab8d-7e019da09d7e', 'menu_link_content:d6f26b2f-62a5-4688-9e80-47aa7735fcb4', 'menu_link_content:e0ef3bcb-6ea4-4d7d-a84d-3e42174ad39c', 'menu_link_content:22873e72-8383-483d-98f6-454aee87d7e5', 'menu_link_content:8f9be8c2-31c0-4bb4-b63c-7d6a535fbba0', 'menu_link_content:564f220c-88a4-450c-b843-49a17154beec', 'menu_link_content:ccc258ec-a585-48af-a239-4e82d42762b2', 'menu_link_content:ecfc6c66-b3a5-47cd-8174-0380d3678407', 'menu_link_content:82dcf369-6300-4e4c-b6e5-6080f861d6b6', 'menu_link_content:2779b423-df0f-45b7-8a1e-334c7353c666', 'menu_link_content:d266d264-91b1-4429-b25d-ccd33086e551', 'menu_link_content:e0837787-5c7a-496f-ac9f-fd6528a80223', 'menu_link_content",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,8,79,0.010297,0.000844,79,79,"SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( '?' ) ORDER BY ""cid"";","SELECT ""cid"", ""data"", ""created"", ""expire"", ""serialized"", ""tags"", ""checksum"" FROM ""cache_discovery"" WHERE ""cid"" IN ( 'last_write_timestamp_cache_discovery' ) ORDER BY ""cid"";",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
about page,/about,200,2.534026,2.528519,3519,0.617269,0.014641,32899,8736,9,23,0.010152,0.000670,4163,322,"SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = '?') AND (""expanded"" = '?') AND (""has_children"" = '?') AND (""enabled"" = '?') AND (""parent"" IN ('?', '?', '?')) AND (""id"" NOT IN ('?', '?', '?'));","SELECT ""menu_tree"".""id"" AS ""id"" FROM ""menu_tree"" ""menu_tree"" WHERE (""menu_name"" = 'main') AND (""expanded"" = '1') AND (""has_children"" = '1') AND (""enabled"" = '1') AND (""parent"" IN ('menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', '')) AND (""id"" NOT IN ('menu_link_content:f117c17b-6c19-4341-915e-a74af5628d76', 'menu_link_content:0f171712-dfaa-42d0-8e50-c3ee782f1e1e', ''));",https://carlsonschool.ddev.site/about?csm219_sql_profile=about-page-1778516938498
